count,date,time_interval,approach,class,city,intersection,table,publish_timestamp,data_provider,original_content,interval_start_timestamp,interval_end_timestamp
1,2026-03-13,07:15 PM - 07:29 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,07:15 PM - 07:29 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,06:45 PM - 06:59 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
8,2026-03-13,07:00 PM - 07:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
10,2026-03-13,06:45 PM - 06:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
8,2026-03-13,07:00 PM - 07:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
8,2026-03-13,07:15 PM - 07:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
3,2026-03-13,07:15 PM - 07:29 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
5,2026-03-13,06:45 PM - 06:59 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
4,2026-03-13,06:45 PM - 06:59 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
4,2026-03-13,06:30 PM - 06:44 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
3,2026-03-13,06:30 PM - 06:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,06:30 PM - 06:44 PM,SB,mobility_aid,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,06:30 PM - 06:44 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
9,2026-03-13,06:30 PM - 06:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,06:30 PM - 06:44 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,06:45 PM - 06:59 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
4,2026-03-13,06:15 PM - 06:29 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
4,2026-03-13,06:15 PM - 06:29 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
19,2026-03-13,06:15 PM - 06:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932029000,derq,,,
1,2026-03-13,09:00 PM - 09:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
6,2026-03-13,08:30 PM - 08:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,08:45 PM - 08:59 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,08:30 PM - 08:44 PM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,08:45 PM - 08:59 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
2,2026-03-13,08:30 PM - 08:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
4,2026-03-13,08:00 PM - 08:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
5,2026-03-13,09:00 PM - 09:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
7,2026-03-13,08:15 PM - 08:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
6,2026-03-13,07:30 PM - 07:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
5,2026-03-13,07:30 PM - 07:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
10,2026-03-13,07:45 PM - 07:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
3,2026-03-13,07:45 PM - 07:59 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,08:00 PM - 08:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,07:45 PM - 07:59 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,07:30 PM - 07:44 PM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,07:45 PM - 07:59 PM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
6,2026-03-13,08:15 PM - 08:29 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
8,2026-03-13,08:45 PM - 08:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
1,2026-03-13,08:15 PM - 08:29 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932030000,derq,,,
5,2026-03-13,10:45 PM - 10:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
7,2026-03-13,11:00 PM - 11:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
4,2026-03-13,11:00 PM - 11:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,09:30 PM - 09:44 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
4,2026-03-13,09:45 PM - 09:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
5,2026-03-13,09:30 PM - 09:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
4,2026-03-13,09:30 PM - 09:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
3,2026-03-13,09:15 PM - 09:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
2,2026-03-13,09:15 PM - 09:29 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
3,2026-03-13,10:00 PM - 10:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,09:45 PM - 09:59 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,10:00 PM - 10:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,10:00 PM - 10:14 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,10:00 PM - 10:14 PM,WB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,10:15 PM - 10:29 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
6,2026-03-13,10:15 PM - 10:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,10:15 PM - 10:29 PM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
7,2026-03-13,10:45 PM - 10:59 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,10:30 PM - 10:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
5,2026-03-13,10:30 PM - 10:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932031000,derq,,,
1,2026-03-13,11:00 PM - 11:14 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
2,2026-03-14,12:30 AM - 12:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
1,2026-03-14,12:00 AM - 12:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
1,2026-03-14,01:30 AM - 01:44 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
2,2026-03-14,12:00 AM - 12:14 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
1,2026-03-13,11:30 PM - 11:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
4,2026-03-13,11:15 PM - 11:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
2,2026-03-13,11:15 PM - 11:29 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
2,2026-03-14,01:30 AM - 01:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
2,2026-03-14,12:45 AM - 12:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
1,2026-03-13,11:45 PM - 11:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
3,2026-03-14,01:30 AM - 01:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
5,2026-03-14,12:15 AM - 12:29 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773784932032000,derq,,,
1,2026-03-14,05:45 AM - 05:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530802000,derq,,,
1,2026-03-14,06:45 AM - 06:59 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530802000,derq,,,
1,2026-03-14,06:45 AM - 06:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530802000,derq,,,
1,2026-03-14,06:30 AM - 06:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530802000,derq,,,
1,2026-03-14,03:00 AM - 03:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530802000,derq,,,
1,2026-03-14,06:30 AM - 06:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530802000,derq,,,
1,2026-03-14,07:00 AM - 07:14 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
3,2026-03-14,07:00 AM - 07:14 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
2,2026-03-14,07:15 AM - 07:29 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,07:00 AM - 07:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,07:15 AM - 07:29 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,07:15 AM - 07:29 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
3,2026-03-14,07:30 AM - 07:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,07:30 AM - 07:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
2,2026-03-14,07:45 AM - 07:59 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,07:45 AM - 07:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
3,2026-03-14,08:00 AM - 08:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,07:45 AM - 07:59 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,08:00 AM - 08:14 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,08:00 AM - 08:14 AM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,08:00 AM - 08:14 AM,WB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
2,2026-03-14,08:15 AM - 08:29 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
1,2026-03-14,08:15 AM - 08:29 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530803000,derq,,,
2,2026-03-14,09:00 AM - 09:14 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
1,2026-03-14,08:45 AM - 08:59 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
8,2026-03-14,08:45 AM - 08:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
5,2026-03-14,08:30 AM - 08:44 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
3,2026-03-14,08:30 AM - 08:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
3,2026-03-14,08:30 AM - 08:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
1,2026-03-14,08:30 AM - 08:44 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
1,2026-03-14,08:15 AM - 08:29 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
4,2026-03-14,08:15 AM - 08:29 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
5,2026-03-14,08:45 AM - 08:59 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
4,2026-03-14,09:15 AM - 09:29 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
1,2026-03-14,09:00 AM - 09:14 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
3,2026-03-14,08:45 AM - 08:59 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
5,2026-03-14,09:00 AM - 09:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
1,2026-03-14,08:45 AM - 08:59 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
1,2026-03-14,09:15 AM - 09:29 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530804000,derq,,,
4,2026-03-14,09:30 AM - 09:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
3,2026-03-14,09:45 AM - 09:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
3,2026-03-14,09:45 AM - 09:59 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
2,2026-03-14,09:45 AM - 09:59 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
3,2026-03-14,10:15 AM - 10:29 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
5,2026-03-14,10:00 AM - 10:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
1,2026-03-14,10:00 AM - 10:14 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
1,2026-03-14,10:00 AM - 10:14 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
2,2026-03-14,10:15 AM - 10:29 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
4,2026-03-14,10:15 AM - 10:29 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
5,2026-03-14,10:00 AM - 10:14 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
4,2026-03-14,10:30 AM - 10:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
5,2026-03-14,10:30 AM - 10:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
2,2026-03-14,09:15 AM - 09:29 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
7,2026-03-14,09:30 AM - 09:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
1,2026-03-14,09:30 AM - 09:44 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
1,2026-03-14,09:30 AM - 09:44 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530805000,derq,,,
8,2026-03-14,11:00 AM - 11:14 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,11:00 AM - 11:14 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
5,2026-03-14,11:15 AM - 11:29 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,11:00 AM - 11:14 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
3,2026-03-14,11:00 AM - 11:14 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,10:45 AM - 10:59 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
8,2026-03-14,10:45 AM - 10:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,10:45 AM - 10:59 AM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
7,2026-03-14,10:45 AM - 10:59 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,10:30 AM - 10:44 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
2,2026-03-14,10:30 AM - 10:44 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,10:45 AM - 10:59 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
4,2026-03-14,11:15 AM - 11:29 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
4,2026-03-14,11:15 AM - 11:29 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
4,2026-03-14,11:00 AM - 11:14 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
2,2026-03-14,10:45 AM - 10:59 AM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,11:00 AM - 11:14 AM,EB,mobility_aid,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530806000,derq,,,
1,2026-03-14,12:00 PM - 12:14 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
4,2026-03-14,12:00 PM - 12:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,11:30 AM - 11:44 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
4,2026-03-14,11:45 AM - 11:59 AM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,11:15 AM - 11:29 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
6,2026-03-14,11:30 AM - 11:44 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
8,2026-03-14,11:45 AM - 11:59 AM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,11:30 AM - 11:44 AM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,11:45 AM - 11:59 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,12:00 PM - 12:14 PM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,11:30 AM - 11:44 AM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
4,2026-03-14,12:15 PM - 12:29 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,12:15 PM - 12:29 PM,EB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
6,2026-03-14,12:15 PM - 12:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
4,2026-03-14,12:00 PM - 12:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,12:00 PM - 12:14 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530807000,derq,,,
1,2026-03-14,01:00 PM - 01:14 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
1,2026-03-14,01:00 PM - 01:14 PM,SB,mobility_aid,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
5,2026-03-14,12:30 PM - 12:44 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
1,2026-03-14,01:15 PM - 01:29 PM,NB,mobility_aid,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
3,2026-03-14,01:00 PM - 01:14 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
8,2026-03-14,12:30 PM - 12:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
2,2026-03-14,12:30 PM - 12:44 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
9,2026-03-14,12:45 PM - 12:59 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
6,2026-03-14,12:45 PM - 12:59 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
1,2026-03-14,12:45 PM - 12:59 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
3,2026-03-14,12:45 PM - 12:59 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
9,2026-03-14,01:00 PM - 01:14 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
10,2026-03-14,01:00 PM - 01:14 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
3,2026-03-14,12:30 PM - 12:44 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
8,2026-03-14,01:15 PM - 01:29 PM,NB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
5,2026-03-14,01:15 PM - 01:29 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
1,2026-03-14,01:15 PM - 01:29 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530808000,derq,,,
12,2026-03-14,01:30 PM - 01:44 PM,SB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530809000,derq,,,
3,2026-03-14,01:30 PM - 01:44 PM,EB,pedestrian,alexandria,glebe-potomac-dqchytr8g,alexandria.vru-count,1773788530809000,derq,,,
